Symbol,max_position,tcost,score,weights_ystd,sector,market_value,trend
300009,0.012,0.0,0.0007587890030436621,0.0007523678012181667,801150.SI,14389087455.776001,0.0
300010,0.012,0.0,0.002141275009544,0.0018372133236674644,801750.SI,12241553875.656,0.131635595665919
300012,0.012,0.0,-0.00101496745400137,0.0001569412662910788,801230.SI,26967778904.36,0.49644047323359003
300015,0.012,0.0,-0.00119840146556561,0.0001569412662910788,801150.SI,126517431162.636,0.170398275321712
300016,0.0025174834440200603,0.0,0.000256946194005908,0.0003585685715708807,801150.SI,3262643787.2840004,0.0
300017,0.012,0.0,0.00073642927542938,0.0007348219813896215,801770.SI,17003885205.186,-0.115853439495955
300019,0.00247621420997664,0.0,0.00183755944655163,0.0015988857984258124,801030.SI,2739206890.948,0.0
300020,0.006671519864144639,0.0,-0.0015213623860508801,0.0001569412662910788,801750.SI,5963115331.824,0.0
300024,0.00838415583615398,0.0,0.00040453367004032796,0.00047438139845861133,801890.SI,19595413135.37,-0.0665186507806017
300026,0.012,0.0,0.000384671647979079,0.00045879554399164255,801150.SI,13433594211.56,0.0373013576895674
300031,0.00631284305729284,0.0,0.0011666773449658,0.0010724403656513107,801760.SI,6335650766.4,0.0061378984864030395
300033,0.012,0.0,0.000895206277108427,0.0008594152998966733,801750.SI,29804579129.592003,0.0779836915002208
300034,0.0057625037666097605,0.0,0.0006787514496849,0.000689561826343347,801740.SI,7038035836.172,0.135358035337399
300035,0.012,0.0,0.00235146588816857,0.002002151436938337,801030.SI,3351599053.2959995,0.0
300036,0.00934070622699488,0.0,0.00136061098137269,0.0012246213180219655,801750.SI,8604601785.76,0.0636138053270491
300037,0.012,0.0,-0.0018056282402236301,0.0001569412662910788,801030.SI,10216708694.831999,0.0557181414258361
300038,0.00636774594669404,0.0,0.00101364990264605,0.000952358762776578,801760.SI,6149268441.792,-0.0913304485295446
300039,0.00283130427121604,0.0,0.000723514831000212,0.0007246879350788245,801150.SI,4625256330.368,0.0
300041,0.0112936707023159,0.0,0.000439539908123515,0.0005018510151229232,801030.SI,4638610906.032001,0.0804387411625142
300042,0.012,0.0,0.000872800859995627,0.0008418336272293601,801750.SI,2921160424.448,0.0
300043,0.00437308638632482,0.0,0.0016706538670199801,0.0014679139334120947,801760.SI,3022662007.9040003,0.0
300044,0.00372270578117241,0.0,0.00149774198457597,0.0013322288844744093,801750.SI,3335656711.098,-0.0322001586615881
300045,0.012,0.0,0.00172375525364933,0.0015095829277092065,801750.SI,5085861787.278,0.0422319989278684
300046,0.012,0.0,0.00048297952988082804,0.0005359383613519142,801080.SI,4538177280.0,0.146284756359727
300047,0.00393927512292948,0.0,0.00100146080346061,0.0009427938994710252,801750.SI,3622331127.3240004,-0.0335071578207057
300052,0.00541417924776694,0.0,0.00209311545153157,0.0017994222135750174,801760.SI,2557732754.304,0.0
300053,0.012,0.0,0.00211864937451021,0.0018194588446032503,801080.SI,6666792980.748,-0.011893474093158999
300054,0.012,0.0,-0.000232923333932554,0.0001569412662910788,801030.SI,8454267677.628,0.0306748854813281
300058,0.012,0.0,0.0016492071803046301,0.0014510845825578197,801760.SI,15499091272.14,0.0
300059,0.012,0.0,0.000744278527608037,0.0007409813392714035,801760.SI,93490278605.86,0.0822852819981344
300061,0.0024688052053946,0.0,0.000871066240779138,0.0008404724605475169,801760.SI,2533322406.384,-0.0921615524315851
300063,0.012,0.0,0.00168190062740106,0.00147673933749149,801760.SI,3137921763.0,0.0
300066,0.00522494527510518,0.0,-2.87758411777167e-05,0.0001569412662910788,801890.SI,4956345367.264,0.138418748839665
300068,0.005088448153932471,0.0,0.0008495806528421389,0.0008236125836583123,801730.SI,8734951221.831999,-0.0132307242924375
300070,0.012,0.0,0.000690367191534963,0.000698676772517643,801160.SI,17654680740.762,0.0
300072,0.007137439565669759,0.0,0.00223934743419498,0.0019141713762322707,801030.SI,7986005244.415999,-0.12881787424435098
300073,0.012,0.0,0.00144354944305513,0.0012897036540253468,801030.SI,11267725586.076,0.0
300075,0.0056404615176683295,0.0,0.00047290541565034,0.0005280331401314453,801750.SI,4001306345.7,0.0
300077,0.010634296430049001,0.0,0.00217136455153847,0.0018608247777811184,801080.SI,4126079219.0,0.0
300078,0.012,0.0,0.00138610347088787,0.0012446254359490874,801080.SI,10029440852.112,0.0
