Symbol,Max,tcost,scores,weights_ystd,sect,mv,trend
2202,0.009498545301889129,0.0,5.6151276937473596e-05,0.0,801730.SI,32405809341.4,-0.00930734437213462
2204,0.012,0.0,-0.00045381951288695594,0.0,801890.SI,9286027113.855999,0.0
2208,0.00678267112888783,0.0,0.0014957210198941698,0.0,801180.SI,3730021747.464,0.0
2212,0.012,0.0,0.0005964340083438151,0.0,801750.SI,29250909450.112003,0.0408976095613313
2213,0.0024982818102975896,0.0,0.000384843057445814,0.0,801880.SI,3558817129.0,0.0
2214,0.012,0.0,0.000301659499271391,0.0,801080.SI,7345813361.758,0.0952962067467548
2215,0.00578197119810032,0.0,0.00127613381345246,0.00344153332520662,801030.SI,4613452576.128,0.0
2216,0.0103626125091027,0.0,0.000381506895424889,0.0,801120.SI,13578072251.911999,0.0986300143655141
2217,0.0119840587203331,0.0,0.000170517719969975,0.00396742482550563,801080.SI,13516165434.296001,-0.0243570906024245
2221,0.00815713598905057,0.0,-0.00019201996650658102,0.0,801030.SI,13737322647.62,0.0
2222,0.012,0.0,-0.000623508444919146,0.0,801080.SI,5478570437.046,-0.0076907730812838
2223,0.012,0.0,0.000939441161776696,0.010086054396062,801150.SI,26973080280.936,0.0917485901559534
2224,0.00369389495658529,0.0,-0.000384713380248998,0.0,801030.SI,3183926170.896,-0.004651553871056579
2226,0.00272655864863011,0.0,0.00013150337822330502,0.0,801030.SI,4686054691.77,0.0
2227,0.00259859150687163,0.0,0.000918810266644669,0.0,801730.SI,3036688778.992,0.0
2228,0.00490089391226436,0.0,0.000353663113247403,0.0,801140.SI,4563984109.608,-0.0202879778736346
2229,0.00389398498726479,0.0,-3.29920136394344e-05,0.0,801140.SI,3574322537.64,-0.0605838810797242
2230,0.012,0.0,-0.00055855814211302,0.0,801750.SI,61216984966.73599,0.0
2233,0.012,0.0,-4.7819986723537e-05,0.0029969431051462,801710.SI,14393147646.13,0.00212579260952057
2234,0.00594040117027473,0.0,-0.0004049562707339,0.0,801010.SI,4611253432.512,0.0
2235,0.00778392458443692,0.0,-0.000100578295168098,0.0,801140.SI,3854891747.6359997,0.0
2236,0.012,0.0,-0.000110234798845127,0.0,801080.SI,28365716880.64,-0.00739496711926552
2237,0.012,0.0,-0.000363659911722897,0.0,801050.SI,11700300159.6,0.0443086106853852
2238,0.00511198072185481,0.0,0.000645489238436983,0.0,801760.SI,5917947775.2,0.068059222360891
2241,0.012,0.0,-0.000657361889507709,0.00499490517524367,801080.SI,58662550423.4,0.0
2242,0.012,0.0,0.0008029085003388281,0.0029969431051462,801110.SI,24867062209.44,0.195521488326245
2243,0.00419559437224205,0.0,-1.35879597048668e-05,0.0,801140.SI,4640690924.495999,0.0
2244,0.0028346117704736,0.0,0.000273864541596977,0.00267501244162603,801180.SI,11254187441.2,-0.0133342024030906
2245,0.0013177574890714302,0.0,-0.00036197009435288,0.0,801170.SI,3475459901.8,-0.0602166945810026
2246,0.00239001499141433,0.0,-0.000310821675065583,0.0,801030.SI,3374224207.5,-0.0297762408026443
2250,0.00656169526735705,0.0,0.0015618189902124198,0.00405608041168923,801030.SI,14796092661.28,0.0873705938557195
2251,0.0100207464482289,0.0,-0.0009611294909417099,0.0,801200.SI,8963867395.576,0.0
2252,0.012,0.0,5.4186073288259905e-06,0.0,801150.SI,40455352421.063995,0.013308422161438344
2253,0.00207997635342487,0.0,0.000538406068671012,0.0,801750.SI,2718235046.652,-0.0386523810732744
2254,0.0035301950202049205,0.0,0.0,0.0,801030.SI,7742843292.844,0.0
2258,0.012,0.0,-0.0010865379012360901,0.0,801030.SI,7953199024.511999,0.0
2261,0.010198251935989,0.0,0.000335845898763966,0.0,801760.SI,7592110678.016,0.0256395078249074
2262,0.012,0.0,0.000467534631001733,0.0,801150.SI,12657405364.63,0.0
2264,0.0116726577103975,0.0,0.000710714775184089,0.0,801200.SI,3498951009.45,-0.20736006308770702
2266,0.00163468526598418,0.0,-0.000764184965996295,0.0,801730.SI,5990153942.044001,0.0
2268,0.012,0.0,5.763569214819979e-05,0.0,801750.SI,17495969431.6,0.0
2270,0.0042296129989574,0.0,0.000136529750931992,0.0,801730.SI,3873026974.45,0.0
2271,0.012,0.0,0.000141910530289896,0.0029969431051462,801710.SI,41360973788.063995,0.0589882440706303
2273,0.012,0.0,0.000540687467162237,0.0,801080.SI,17279686135.2,0.0
2274,0.00242189763881253,0.0,0.000123497869999757,0.0,801030.SI,4365447951.02,0.0
2275,0.0093673779484793,0.0,-0.001577909507048,0.0,801150.SI,7302413575.422,-0.0381097257539207
2276,0.00508698386377854,0.0,7.81097570674088e-05,0.0,801730.SI,7332167906.316,0.0
2277,0.012,0.0,-8.90733758137065e-05,0.0,801200.SI,5908504326.4,0.0
2281,0.012,0.0,-0.000346545752415015,0.00734351485643167,801770.SI,18179001322.23,0.0291546765019824
2283,0.0055762763058051605,0.0,0.00103841810441878,0.0,801880.SI,4205769968.2559996,0.0
2288,0.006104897458697521,0.0,-0.000825236891460269,0.0,801080.SI,3540719896.1679997,0.0
2291,0.012,0.0,-0.00219800710423912,0.0,801130.SI,12030930255.972,0.139640489014844
2292,0.00904882144985807,0.0,-0.00010482320844055301,0.0,801760.SI,5144358408.516,-0.0493515841809256
2293,0.00322673545092419,0.0,0.000776808998611602,0.0,801130.SI,7525292892.26,-0.000688338495137519
2294,0.00839919263575915,0.0,0.0007888922119532151,0.0,801150.SI,20551331745.0,-0.127984726736225
2297,0.012,0.0,-0.00519927095980897,0.0,801740.SI,3461742846.8840003,0.0
2298,0.00290345105897825,0.0,0.00045640391855920995,0.0,801720.SI,4167460776.528,0.0048718637762423895
2299,0.012,0.0,0.000787219898187535,0.0,801010.SI,28063569527.7,0.0174944087562155
2300,0.00486713753299056,0.0,-0.00112240367414746,0.0,801730.SI,3811957551.6540003,0.0327037390249298
2301,0.011302802079446,0.0,0.000168074861272794,0.0,801140.SI,9785230828.56,0.0195766158019413
2302,0.012,0.0,-0.00105571005989553,0.0,801710.SI,12529363091.2,-0.0587621294659519
2304,0.012,0.0,-0.000185118005106976,0.0,801120.SI,130186963314.612,-0.0396333009958183
2307,0.012,0.0,-0.00126373156623021,0.0,801720.SI,6077900949.12,0.0
2308,0.00542948861961487,0.0,0.000371144549859308,0.0,801750.SI,5577809147.221999,0.0
2311,0.012,0.0,0.000812439282438558,0.0,801010.SI,75199235582.24,0.17892413678983698
2312,0.0029741821069883,0.0,0.0006885547423910911,0.0,801750.SI,6099803461.766,0.0
2313,0.00272956991516487,0.0,0.000588489894915383,0.0,801770.SI,5504839552.764,-0.08691804185905899
2317,0.0103534948691017,0.0,-0.000199435368633003,0.0,801150.SI,8663692286.42,0.0229658574972011
2318,0.00267015367001541,0.005,0.000409917310283943,0.0,801040.SI,5635894983.728001,0.0
2320,0.012,0.0,0.000351686449951009,0.004310302100472021,801170.SI,19174689715.584,0.00874124097182795
2324,0.00626975763677252,0.0,2.06154691762434e-05,0.0,801030.SI,5925080109.728001,0.00658736527882923
2326,0.012,0.0,0.000897361815235223,0.0,801030.SI,7374816262.088,0.0
2328,0.00897988277730099,0.0,2.86247387367433e-05,0.0,801880.SI,2817586735.044,0.00507990858757223
2330,0.0022675357888568897,0.0,0.000281654727864304,0.0,801120.SI,3432783276.0,0.0
2332,0.012,0.0,0.000977014461084119,0.0069117372418682705,801150.SI,13115376224.028,0.14529495669720902
2334,0.0027721053361595104,0.0,0.000420191769962195,0.0,801730.SI,2681064958.404,-0.0350808098394862
2338,0.012,0.0,-0.00406677024301003,0.0,801890.SI,5181080760.5,0.0586136957361246
2340,0.012,0.0,-0.000419411455208209,0.0,801050.SI,18014539545.828,-0.0895885535351739
2343,0.00335364766897847,0.0,-0.000141003639734409,0.0,801760.SI,3746019789.648,-0.0864224564437466
2345,0.00218842674802628,0.0,-0.000639774430966534,0.0,801140.SI,3089506439.94,-0.0928938194309337
2351,0.012,0.0,-0.00665487986024618,0.0,801080.SI,7757525151.73,0.0471019652410009
2352,0.012,0.0,0.000439051967522602,0.0039959241401949395,801170.SI,194782705925.442,0.0
2353,0.012,0.0,0.000161376655231861,0.0,801890.SI,15407107762.404,0.0
2355,0.0035583523212571796,0.0,-0.000352682406801998,0.0,801880.SI,3105349074.0059996,-0.0945246112508654
2361,0.00647246060742168,0.0,0.00040491280935626604,0.0,801030.SI,2917140479.83,0.0
2362,0.00299071985418255,0.0,-0.000316518314355629,0.0,801750.SI,2900752762.672,0.0
2363,0.005016541370753321,0.0,-0.000467348415677074,0.0,801880.SI,2633412704.828,0.0
2364,0.0046331653561696,0.0,0.000128950945269329,0.0,801730.SI,6415815013.124001,0.0606506707342601
2366,0.00284540018410725,0.0,0.0008427528085317309,0.0,801890.SI,2009282956.62,-0.14765339279894102
2367,0.012,0.0,-0.0015422140890765802,0.0,801890.SI,4608435773.82,0.16847537590414002
2368,0.012,0.0,-0.00011021280016286001,0.0,801750.SI,16027214657.28,0.0322224974668989
2371,0.012,0.0,0.00011494033097489199,0.0,801080.SI,71304496331.536,0.11674181173043
2372,0.005661262128137371,0.0,0.00128159772683351,0.0,801710.SI,17530809817.304,0.0
2373,0.012,0.0,-0.000205088484822915,0.0,801750.SI,22963486519.74,0.0730559736286603
2375,0.00616479589589939,0.0,0.00018752937784750301,0.00704182355691887,801720.SI,12471387647.07,0.0
2376,0.00464080288636374,0.0,-0.000329098486901075,0.0,801750.SI,6561483756.712,-0.0884068954489678
2378,0.0054447049302534,0.0,7.23081203102549e-06,0.0,801050.SI,4077036477.6959996,-0.081012757574877
2382,0.012,0.0,-0.0060926113124127705,0.0039959241401949395,801150.SI,13609044163.176,0.0
2383,0.00518639054797014,0.0,0.000131128583274881,0.0,801750.SI,4990506656.1,-0.0657648181638033
2384,0.012,0.0,-0.000159940584711968,0.0,801080.SI,28901394556.356003,0.0121695997117698
2385,0.012,0.0,0.000190686297529806,0.0,801010.SI,23710502148.262,0.0568973357867714
2387,0.00467365054513292,0.0,0.000200907301332248,0.0,801080.SI,13234463774.706001,0.0
2388,0.0030804114524342,0.0,-0.000165419643907407,0.0,801080.SI,2817180000.0,0.0
2389,0.00724091316772907,0.0,0.000562131096256246,0.0,801740.SI,7541982390.08,0.0
2390,0.0024451733788730602,0.0,-0.000430347046604498,0.0,801150.SI,6857275409.6,-0.0167484528494079
2391,0.008060061154311259,0.0,0.000709285105318956,0.0,801030.SI,3843841285.2,0.0
2392,0.00329707988970126,0.0,0.00131871712102754,0.0,801710.SI,3280575295.392,0.0
2396,0.012,0.0,-0.000445338834811354,0.0,801770.SI,18150042515.92,0.0858788546251842
2397,0.012,0.0,-0.0014159791055976,0.0,801130.SI,3792191634.504,0.0
2398,0.012,0.0,-0.00032258225642606096,0.0,801710.SI,5952306316.894,0.0281397837338709
2399,0.0068815929363278,0.0,-0.000503799553483311,0.0,801150.SI,26730026920.128,0.0603270254124752
2400,0.012,0.0,-0.00379377944935595,0.0,801760.SI,13475104517.43,0.0
2401,0.012,0.0,-2.81081657051329e-05,0.0,801750.SI,4377539862.99,0.0351447031937129
2402,0.012,0.0,-5.12717378888609e-05,0.0,801080.SI,10853404210.792,0.0549188142193302
2404,0.004635417216639529,0.0,0.000332873608870044,0.0,801130.SI,2733277481.454,0.0
2405,0.012,0.0,0.00032825184594428196,0.0,801750.SI,28441078111.69,0.0
2406,0.00377890870480751,0.0,0.000744734485368752,0.00398088635763445,801880.SI,2578245675.152,0.0
2407,0.00463431730540541,0.0,-0.0006690280745412651,0.0,801030.SI,6119717182.032,-0.0424632282941562
2408,0.00199237451751875,0.0,-0.000203788363060722,0.0,801030.SI,10062262952.394001,-0.143178511090178
2409,0.012,0.0,0.00043703972276611,0.0,801030.SI,11067699479.688,0.106614886361014
2410,0.012,0.0,-0.000168431597519277,0.0,801750.SI,48017276132.16,0.126215342606077
2412,0.0022024831055126198,0.0,-0.00029004318301062204,0.0,801150.SI,3346615070.0,-0.00238602590653506
2413,0.012,0.0,-6.26594407627599e-05,0.0,801740.SI,8262759606.144,0.0
2414,0.012,0.0,0.000270442872505858,0.010207970425275,801080.SI,33059977749.126,0.13913004035393697
2416,0.00872160606862407,0.0,1.56478346958428e-05,0.0,801200.SI,8815705465.35,0.0621817222761033
2419,0.00492105732066436,0.0,0.000336913367117577,0.0,801200.SI,10918778070.2,0.0
2421,0.012,0.0,0.00033673888326014504,0.0,801750.SI,6665240445.72,0.0
2422,0.0116934444833748,0.0,0.00043194413602468503,0.0,801150.SI,21676059498.53,-0.133680467946246
2424,0.00958148977427902,0.0,-0.0009421467582028961,0.0,801150.SI,6362413726.446,-0.0835026242136438
2425,0.012,0.0,-0.0029963360645038103,0.0,801760.SI,4874539722.944,0.0
2428,0.0114390274940033,0.0,4.62711271509105e-06,0.0,801050.SI,6913487267.14,0.00777779959575132
2429,0.012,0.0,-0.00038980840524703797,0.0,801110.SI,21654187590.56,0.0419034855480955
2430,0.0043192342932164,0.0,0.000380623326034019,0.0,801890.SI,11466844310.096,-0.048839341330956
2432,0.00728374181056888,0.0,0.000306855790672835,0.0,801150.SI,4054525867.928,0.0
2434,0.00175915223740745,0.0,-0.000298921823583542,0.0,801880.SI,10080483133.872,0.0
2436,0.012,0.0,0.000102574292353148,0.0,801080.SI,15473926008.671999,0.0754828857305387
2439,0.012,0.0,0.0005152977197596099,0.0,801750.SI,27859130042.267998,0.13828303521270302
2440,0.00311936828227669,0.0,-0.00113377083544647,0.0,801030.SI,8338283178.752,-0.0638814587452195
2441,0.00645718860809233,0.0,0.00018371053450339,0.0,801730.SI,3269811464.592,0.0
2443,0.0028568812375943,0.005,0.000697056676495904,0.00205921795156937,801040.SI,3232141372.0959997,-0.0163522388876958
2444,0.012,0.0,0.000369847602740373,0.0,801890.SI,10391757258.48,0.0
2446,0.00646779833868398,0.0,-0.0008601423258775179,0.0,801770.SI,4728265262.93,0.0
2449,0.012,0.0,-5.6618668329978e-05,0.0,801080.SI,6797086904.4,0.0
2452,0.00319025881898386,0.0,-5.78998101207105e-05,0.0,801730.SI,2613259874.576,0.0211135914526688
2456,0.012,0.0,-0.0005059352891391219,0.0,801080.SI,38457577109.108,0.0
2458,0.012,0.0,4.1194596638011795e-05,0.0,801010.SI,9357423664.212,0.154902085346883
2459,0.00516255304087052,0.0,-5.5895625879143894e-05,0.0,801890.SI,5484766320.062,0.06833271274288799
2460,0.012,0.0,-5.6093407385221606e-05,0.0100009356692687,801050.SI,38793475906.276,0.0214836597425461
2461,0.00787165233775457,0.0,-0.000451160578385849,0.0,801120.SI,18981488321.28,0.070347097434591
2463,0.012,0.0,-0.0009434393632619481,0.0,801080.SI,39887457817.666,0.149399877949447
2465,0.012,0.0,0.000640835758122192,0.0113331454967099,801740.SI,25572350924.76,0.0180860503442302
2466,0.012,0.0,-0.0025432166247926,0.0,801050.SI,26115550095.024,-0.20019657216310102
2467,0.010685347290428,0.0,-0.000307695319637637,0.0,801770.SI,7642962292.992,0.0579985084112657
2468,0.0117828860784205,0.0,-9.541284091540509e-05,0.0,801170.SI,26232782495.444,0.0
2476,0.0035416010024764,0.0,-0.000409345780160658,0.0,801030.SI,3420792813.75,0.0
2479,0.00252531428510335,0.0,0.000276844506732141,0.0,801160.SI,5273458147.16,0.0
2480,0.008225547381662741,0.0,0.0009488609116804491,0.0,801890.SI,3567348011.816,0.0
2481,0.012,0.0,-5.40853309864195e-05,0.0,801120.SI,14926294977.3,0.141864917138036
2484,0.00355360367796747,0.0,-0.000115930245474579,0.0038461663676463897,801080.SI,6775492855.931999,0.107536662882967
2486,0.0035409045613899897,0.0,0.000348253582789462,0.0,801130.SI,3073344555.55,0.0
2489,0.012,0.0,6.00658462282594e-05,0.0,801140.SI,7059244958.752,0.0
2491,0.00230187755801385,0.0,0.000121103750812725,0.0,801770.SI,6007264507.326,-0.143947025708518
2497,0.012,0.0,0.000197071792744702,0.0,801030.SI,6716842920.6,0.0
2498,0.012,0.0,0.000708468354908558,0.00699286724534114,801730.SI,18170959752.0,0.0530718792071101
2500,0.0036129203383393296,0.005,0.000106845100506227,0.0039959241401949395,801790.SI,19631352561.82,0.0
2507,0.012,0.0,0.000629169898065513,0.0,801120.SI,27603901017.744,0.0359918031395433
2508,0.012,0.0,0.00127195617487271,0.0,801110.SI,30621740180.874,0.0
2510,0.00400620671936794,0.0,0.0012668714646506699,0.0038566749804090205,801880.SI,3439869566.16,0.0
2511,0.012,0.0,8.619217938977809e-05,0.0039959241401949395,801140.SI,25090356528.296,0.13966093262383802
2512,0.0032648078480082697,0.0,-0.000735357522659158,0.0,801750.SI,4398979283.864,0.013308422161438344
2515,0.012,0.0,0.000180991043842586,0.0,801120.SI,5559761548.35,0.0
2518,0.00296037458599273,0.0,0.000136087163455099,0.0,801730.SI,6578797068.875999,0.0
2519,0.00234562088038692,0.0,0.0005837785872474981,0.0,801110.SI,4170154314.7320004,-0.00318270620828905
2520,0.012,0.0,-0.00190142515383311,0.0,801890.SI,4275749694.5,0.0
2522,0.00425938690293568,0.0,0.0006863642745806,0.0,801140.SI,5269656341.507999,0.0
2524,0.0064432640894102,0.0,-0.00045571861314994296,0.0,801150.SI,4021022627.28,0.0
2528,0.00280718817011841,0.0,-6.61180316986729e-05,0.0,801750.SI,4723846418.754001,0.0
2530,0.00931449593505253,0.0,0.000426476818373535,0.00435892185337181,801750.SI,6867195611.796,0.0
2531,0.00436218224208228,0.0,0.00102887345119269,0.0,801730.SI,10514241751.83,0.0172676841639625
2532,0.00459231994078853,0.0,-0.00123345726807928,0.0,801890.SI,2707514367.836,0.0
2536,0.012,0.0,0.000150531716715495,0.0,801880.SI,2765775102.49,-0.00219196187368233
2537,0.0067719173403469205,0.0,-0.000312673553249193,0.0,801750.SI,7016050134.651999,-0.0294992602968919
2538,0.00314373303168525,0.0,0.000325603990986044,0.0,801030.SI,3415831489.83,0.0
2539,0.0036850858688147795,0.0,0.00103361969675539,0.00393400061407395,801030.SI,3652298567.2159996,0.0
2541,0.012,0.0,-0.00289267802513779,0.0,801720.SI,7331369790.08,0.0104927191832779
2544,0.00535573306975381,0.0,-8.07665269065129e-05,0.0,801770.SI,6650253915.708,0.0
2545,0.0073259622686728,0.0,0.000327001812428035,0.0,801030.SI,8014948876.33,0.0438614776595736
2547,0.00693432096845446,0.0,-5.2986814400158704e-05,0.0,801080.SI,5288770217.976,0.0
2548,0.00499647824966905,0.0,-1.22993589285291e-05,0.0,801010.SI,3685353250.05,0.0
2549,0.0053022880347556,0.0,0.0010824918277983,0.003945377557117971,801030.SI,5100812023.2,0.0639284790139052
2551,0.012,0.0,0.0011235155204479198,0.0,801150.SI,3875651343.16,0.0
2555,0.012,0.0,-0.000171363325781769,0.0,801760.SI,44562992483.52,0.326289067773674
2556,0.00420887222968126,0.0,0.000469060485281183,0.0,801030.SI,5327031620.94,0.00845009185550876
2557,0.012,0.0,-0.000375535854340557,0.0,801120.SI,29216382000.0,0.23434764005397
2562,0.00453729933861734,0.0,-0.000156555823472269,0.0,801030.SI,2864763487.948,0.0
2563,0.00690617775580044,0.0,-0.000817210901275772,0.0,801130.SI,13358312302.383999,-0.0974117961492507
2565,0.00351090428959525,0.0,0.0012181127240954198,0.0,801140.SI,4247625170.61,0.0
2567,0.012,0.0,-0.000296007352238525,0.0,801010.SI,7132534665.568001,0.0
2568,0.0100861553434874,0.0,1.7072444304854998e-05,0.0,801120.SI,15926286052.116001,0.10880698294798401
2570,0.012,0.0,-0.00037215696225431297,0.0,801120.SI,6034589905.5,0.013308422161438344
2572,0.012,0.0,-0.00384496644382212,0.0,801140.SI,15142933190.88,0.0
2573,0.00173289813719559,0.0,0.00029149908219698,0.0,801160.SI,6059356849.69,-0.070289387034427
2577,0.009666290829087341,0.0,-0.000593370799698889,0.0,801750.SI,3294245790.0,-0.0907851842842049
2579,0.003825681509525,0.0,-0.000589235811730179,0.0,801080.SI,4651581188.976,0.101737690605623
2582,0.012,0.0,0.0008375305907593481,0.0,801120.SI,4038701094.7440004,0.0
2585,0.00522808204505581,0.0,-0.000755633260162755,0.0,801140.SI,4464081499.346,0.0
2587,0.00188550139625433,0.0,0.000532000163956875,0.0,801080.SI,2351497422.288,0.0
2588,0.0025007948644018897,0.0,-0.000388295594308025,0.0,801030.SI,3283669858.098,0.0
2592,0.00277672434862193,0.0,0.000329039628660704,0.0,801880.SI,2733006935.6,0.0
2594,0.012,0.0,0.00031161108470361803,0.0,801880.SI,65531617316.658,0.0
2595,0.00323731715526323,0.0,0.00029138735797982595,0.0,801890.SI,9504775228.156,0.0
2596,0.012,0.0,0.000403807468024656,0.0,801710.SI,7784072614.464001,0.0
2597,0.007737229736359391,0.0,0.00038897329301188903,0.0,801030.SI,12302801960.328001,0.0
2600,0.012,0.0,0.000286614214176608,0.00705409528019313,801080.SI,16428618135.071999,0.0
2601,0.012,0.0,-2.42919454696438e-05,0.0,801030.SI,23489208402.59,0.0888069835687707
2602,0.012,0.0,-0.00032982290659628303,0.0,801760.SI,34390699852.014,0.0
2603,0.012,0.0,0.0025317958056426102,0.0,801150.SI,27641556717.742,0.0
2605,0.012,0.0,-0.000791053535087008,0.0,801140.SI,7329153785.382,0.0350006951197946
2606,0.00557086312418661,0.0,0.000115190226982117,0.0,801730.SI,3055225710.0,0.0
2607,0.012,0.0,-0.00019038203761568,0.007222211651931159,801760.SI,23046518460.24,0.205191557942043
2609,0.00494649056781709,0.0,0.000745107125913811,0.0,801750.SI,4571720822.556,0.0
2611,0.00238506943672764,0.0,-0.000538893521331179,0.0,801880.SI,5348308919.808,-0.0517558529057701
2614,0.00279127067626122,0.0,-2.79600256021513e-05,0.0,801110.SI,2931505651.132,-0.0755793230058321
2616,0.0031989968876782802,0.0,0.000991989648036147,0.0,801160.SI,4552723806.04,0.0286629766914352
2617,0.00631813925377016,0.0,-0.0004891479750514951,0.0,801730.SI,5179986235.3359995,-0.0832368005108256
2618,0.012,0.0,-0.00504579616644957,0.0,801080.SI,5249073600.0,-0.0578900599154846
2624,0.012,0.0,2.66051414662988e-05,0.00499490517524367,801760.SI,49679188706.32,0.042802006585101
2625,0.007178809877384279,0.0,3.26343547612499e-05,0.0,801880.SI,8756892381.664,-0.0546525825980957
2626,0.012,0.0,0.0007086589810223969,0.0,801150.SI,13762798946.056002,0.0
2628,0.0026922061030403,0.0,-0.000384573034270864,0.0,801720.SI,2926115856.564,-0.0158406366295063
2631,0.00422375424508562,0.0,0.000177790252181816,0.0,801140.SI,4856408310.665999,-0.0360539504847269
2632,0.00270560159797756,0.0,0.0005306769494204269,0.0,801030.SI,4626276176.088,0.0
2635,0.012,0.0,-9.983592940601791e-05,0.0,801080.SI,7006079758.3359995,0.0
2637,0.00350515476785481,0.0,-7.54258698103507e-05,0.0,801030.SI,3916389247.16,0.0920360429022996
2639,0.00275738263381773,0.0,-0.000701694165656766,0.0,801890.SI,3695710410.682,0.0
2640,0.00680396606273705,0.0,0.000634301092561867,0.0,801200.SI,6160436769.19,-0.180607275160328
2641,0.008943833112899209,0.0,0.000482415120067647,0.0,801710.SI,6643274365.444,0.0840113374438867
2643,0.012,0.0,0.000529644917380278,0.0,801030.SI,12664515714.48,0.00605458526732356
2645,0.00260097163072858,0.0,-8.212832977860301e-05,0.0,801890.SI,3885301966.6740003,0.0
2646,0.0023866570223205,0.0,0.0008200257516247111,0.0,801120.SI,4307447592.0,-0.15687775074272198
2647,0.0113343926215329,0.005,-0.00028360353194605497,0.0,801790.SI,18448792744.2,0.0868536570096357
2648,0.00600547440285881,0.0,-0.000694752352656737,0.0,801030.SI,13493955544.356,0.0
2650,0.012,0.0,-7.74710284494102e-05,0.0,801120.SI,4507611390.722,0.013308422161438344
2653,0.00913633002382961,0.0,-2.18418114660585e-05,0.0,801150.SI,10849499689.6,0.0528454994247989
2654,0.0022775501058519302,0.0,0.00021584627998046102,0.0,801760.SI,2604075384.76,-0.14755512886937
2655,0.012,0.0,-0.00224003760390176,0.0,801080.SI,4123440000.0,0.0
2657,0.00317562690714795,0.0,8.506533256118821e-05,0.0,801750.SI,3702909461.394,-0.00087337395802361
2661,0.012,0.0,-0.0010674092069990599,0.0,801120.SI,7338091208.576,0.0
2668,0.00555900660171381,0.0,-0.0009371792331605539,0.0,801110.SI,3849391553.2159996,-0.0293323982056164
2669,0.0023962213134724897,0.0,2.73242256346189e-05,0.0,801030.SI,3469265013.06,0.0
2672,0.0021829498110739103,0.0,0.000707695422750166,0.0,801160.SI,6384925584.268001,-0.10168914573715501
2673,0.00662376739511838,0.005,-0.00020743514522715,0.0,801790.SI,27664534183.0,-0.006102246533623229
2675,0.012,0.0,0.000533558937468249,0.0,801150.SI,12343941796.132,0.0804081949589107
2677,0.00497847066728791,0.0,0.000372583006982292,0.0,801110.SI,3421656660.24,-0.00931462006822565
2679,0.00155357134446655,0.0,0.0011845112472542302,0.00168699258175264,801010.SI,2405654224.0,0.0
2683,0.012,0.0,0.0004979584168173889,0.0,801030.SI,19865830044.4,0.10417507204862801
2685,0.0055774274646856,0.0,-0.00153053819453202,0.0,801890.SI,4037420061.524,-0.194372944345752
2688,0.00461984894695141,0.0,-0.000363627565929325,0.0,801010.SI,4247014472.662,0.15017403161529197
2689,0.0107255311909031,0.0,-0.0037108909740284704,0.0,801890.SI,3746995531.2,0.0
2690,0.00635886829873084,0.0,0.000871629964510279,0.0,801890.SI,14327472657.103998,0.343453619740998
2695,0.0065334387202509205,0.0,-2.94722746819389e-05,0.0,801120.SI,11563806746.87,0.0974037338691894
2697,0.012,0.0,0.000528241343672237,0.0039959241401949395,801200.SI,11851849200.0,0.12355615744673598
2698,0.00345704542201216,0.0,0.00115570680812764,0.00343956628239758,801890.SI,8996441871.34,0.0953992443492575
2699,0.0023543503931707397,0.0,-0.00132387607799253,0.0,801760.SI,3622563083.662,-0.0398908904352633
2705,0.009990665698184159,0.0,-0.00155800038340172,0.0,801110.SI,26353008329.58,0.0671674071443132
2706,0.00615813900854926,0.0,-0.000401104103090086,0.0,801730.SI,8230256926.94,0.180129259329471
2707,0.0116554832880378,0.0,-0.00391825413601252,0.0,801210.SI,3281647422.036,-0.0433032721508154
2709,0.012,0.0,0.000989506958452898,0.00706596731784345,801030.SI,14807371913.226002,0.0
2712,0.0036445095255312203,0.0,-0.000194120432296802,0.0,801760.SI,2950955081.35,-0.0597839071580921
2713,0.0049673667889506,0.0,-0.000374338507683193,0.0,801720.SI,3172949363.1940002,-0.0970192581824678
2717,0.012,0.0,-2.54131082340772e-05,0.0,801720.SI,5278651309.318,-0.0489211927540695
2723,0.00676819925774326,0.0,0.00138010259930269,0.0,801110.SI,3164063508.0,0.0
2726,0.00785776433850903,0.0,0.000120455661874568,0.0,801120.SI,7338860229.564,0.0138032551976453
2727,0.0119642004267449,0.0,4.72097002246993e-05,0.0,801150.SI,9075744156.0,0.0
2732,0.007149231454636109,0.0,-0.0006390837794256679,0.0,801120.SI,3275484296.82,0.0
2733,0.004318008690386571,0.0,-0.00049570185562261,0.0,801730.SI,6690324477.804,0.0
2734,0.004886631924381229,0.0,0.000796548200320041,0.0,801030.SI,4056615951.05,0.0529017067580973
2737,0.00905973704798093,0.0,-0.000200965050806985,0.0,801150.SI,7675488143.8,-0.0539096866376437
2739,0.012,0.0,0.0005789147314318799,0.0,801760.SI,29714481960.032,0.013308422161438344
2741,0.00610365380314724,0.0,-0.00022263171583765498,0.0,801030.SI,3794036314.01,-0.018220206200748
2745,0.012,0.0,7.14107805258473e-05,0.0,801080.SI,9744905650.18,-0.00209751813208384
2746,0.00291365635343228,0.0,-0.000772557218430399,0.0,801010.SI,4798234790.354,0.0
2747,0.00558027414912192,0.0,0.000676848479292667,0.0,801890.SI,6992146397.691999,0.0
2749,0.00228197491670724,0.0,9.981198288595109e-05,0.0,801030.SI,3355185451.45,0.0
